epoch,global_step,lr,train_loss,val_loss,dev_bleu,dev_chrf_pp,empty_pct,avg_len,unique_ratio,best_val_loss,best_dev_chrf,no_improve,elapsed_s
1,149,0.0006967708980110949,51.716835289335144,34.89002223980718,0.0043281111515753885,3.443683016260545,0.0,128.0,3.90625e-05,34.89002223980718,-1.0,0,238.03826594352722
2,298,0.0013935417960221899,32.07041391586603,20.79574780525234,0.0054304417605073995,2.8790136936267556,0.0,128.0,7.8125e-05,20.79574780525234,-1.0,0,236.68206667900085
3,447,0.0020903126940332853,18.178714532882502,12.797224120988279,0.010070045216434195,3.2287061358436944,0.0,128.0,7.8125e-05,12.797224120988279,-1.0,0,236.21368622779846
4,596,0.0018102638948859133,10.34390326426782,8.323660354675319,0.008785638648215573,3.488419020419741,0.0,85.105,0.00017625286410904176,8.323660354675319,-1.0,0,178.06611847877502
5,745,0.0016191492504713746,7.926091712810379,7.74770741298257,0.03339588107643563,6.362215564779443,0.0,59.03,0.0011011350160935118,7.74770741298257,6.362215564779443,0,187.33086371421814
6,894,0.0014780742807512567,7.586889847673169,7.446682697506806,0.08912375467482805,9.792811235578839,0.0,62.39,0.001763103061388043,7.446682697506806,9.792811235578839,0,153.00667572021484
7,1043,0.0013684308780763706,7.38978180049198,7.283684771052617,0.12751275562348582,5.7246684837881014,0.0,22.455,0.007125361834780673,7.283684771052617,9.792811235578839,1,101.81624913215637
8,1192,0.0012800498758110009,7.254283499740076,7.163090756316957,0.23235614281392625,10.80179603764922,0.0,17.44,0.006307339449541285,7.163090756316957,10.80179603764922,0,91.6665849685669
9,1341,0.001206842596590609,7.151091120603785,7.044301305126672,0.1660623290869623,9.280158590875672,0.0,13.8,0.018115942028985508,7.044301305126672,10.80179603764922,1,85.15922617912292
10,1490,0.0011449114147614246,7.0708184009428185,6.951327581483355,0.24422884029986333,10.873904323834534,0.0,19.095,0.01178318931657502,6.951327581483355,10.873904323834534,0,94.76050519943237
11,1639,0.0010916302019752622,6.991719600444848,6.904546733958618,0.2276502608915311,11.446781999302013,0.0,25.625,0.010926829268292682,6.904546733958618,11.446781999302013,0,105.32705950737
12,1788,0.0010451563470166426,6.919376230531507,6.829092147672274,0.11063091008608326,12.175782138144903,0.0,24.33,0.013152486642005754,6.829092147672274,12.175782138144903,0,101.30539226531982
13,1937,0.0010041537377126638,6.848123447694085,6.7561176143092245,0.08046686325889416,10.679038607406522,0.0,40.895,0.009169825162000244,6.7561176143092245,12.175782138144903,1,121.25398421287537
14,2086,0.0009676267534728634,6.768547372582937,6.705740154760958,0.04751678834057444,10.482719416564148,0.0,55.255,0.005157904262057732,6.705740154760958,12.175782138144903,2,146.1922755241394
15,2235,0.0009348162556178289,6.69704652096583,6.637749682691239,0.15983846908986576,12.257599737478838,0.0,22.39,0.02054488610987048,6.637749682691239,12.257599737478838,0,98.251877784729
16,2384,0.0009051319474429567,6.625474824379499,6.605547900735568,0.19599545550868558,12.111950727924462,0.0,20.84,0.020633397312859885,6.605547900735568,12.257599737478838,1,94.80692672729492
17,2533,0.0008781069704537232,6.559292854129037,6.564726431482191,0.11223515906044401,12.057384897497442,0.0,29.67,0.016009437141894168,6.564726431482191,12.257599737478838,2,106.80556392669678
18,2682,0.0008533665838740005,6.492883378728156,6.543486941818308,0.024979266376891143,7.547682989730407,0.0,87.14,0.005336240532476474,6.543486941818308,12.257599737478838,3,183.2094030380249
19,2831,0.0008306060398892665,6.434387358698114,6.487546377916137,0.26649150258452436,12.552916565837089,0.0,29.27,0.01759480696959344,6.487546377916137,12.552916565837089,0,88.28753185272217
20,2980,0.0008095746252356873,6.3787318301865055,6.463940547286978,0.062470710746885406,10.738942536314411,0.0,49.84,0.009530497592295345,6.463940547286978,12.552916565837089,1,123.37342762947083
21,3129,0.0007900639358247886,6.329716357425608,6.465801367069984,0.14811416687311388,12.76418952416744,0.0,41.035,0.01718045570854149,6.463940547286978,12.76418952416744,0,122.41250681877136
22,3278,0.0007718991183647484,6.283374168787578,6.424679251745499,0.10512041890369508,13.505030717221098,0.0,41.625,0.01993993993993994,6.424679251745499,13.505030717221098,0,124.62726354598999
23,3427,0.0007549322306616284,6.246348671996093,6.418481921254548,0.3438170097883749,14.220893010253647,0.0,25.62,0.03044496487119438,6.418481921254548,14.220893010253647,0,102.89901566505432
24,3576,0.0007390371403756283,6.240256293232762,6.439994217491816,0.1633375042921614,11.722810935842993,0.0,35.67,0.02004485562097,6.418481921254548,14.220893010253647,1,114.61899065971375
25,3725,0.0007241055579543654,6.263438883493147,6.463855276667059,0.07398916473667483,9.833353439705341,0.0,89.215,0.008014347363111584,6.418481921254548,14.220893010253647,2,187.06950187683105
26,3874,0.0007100439172904423,6.3109623931138605,6.484899698369578,0.12652717471347644,11.601210900403219,0.0,38.62,0.014759192128430864,6.418481921254548,14.220893010253647,3,98.44838285446167
27,4023,0.0006967708980110949,6.373665883124758,6.50864522414102,0.2450569714177261,13.581366946157763,0.0,21.32,0.029080675422138838,6.418481921254548,14.220893010253647,4,96.44980645179749
28,4172,0.0006842154390381853,6.451742261367493,6.584354666392379,0.14869127432911106,12.633944056156137,0.0,39.33,0.016145436053902874,6.418481921254548,14.220893010253647,5,122.8281421661377
29,4321,0.0006723151323010935,6.556319796798757,6.660827710617407,0.10836819312751957,10.659668047916506,0.0,28.98,0.014320220841959972,6.418481921254548,14.220893010253647,6,97.62114691734314
30,4470,0.0006610149135107838,6.724964854714146,6.772417161704775,0.03516567357983309,8.576020618384947,0.0,91.025,0.002636638286185114,6.418481921254548,14.220893010253647,7,196.83924055099487
31,4619,0.0006502659871783007,6.926262043094963,6.928897645406868,0.039385442181236276,7.91004362684713,0.0,63.745,0.0031375009804690563,6.418481921254548,14.220893010253647,8,157.2652804851532
