epoch,global_step,lr,train_loss,val_loss,dev_bleu,dev_chrf_pp,empty_pct,avg_len,unique_ratio,best_val_loss,best_dev_chrf,no_improve,elapsed_s
1,1485,0.0007337472383359444,28.527468019854695,9.350535867779818,0.032750288675889305,5.8166594049919205,0.0,92.04,0.002607561929595828,9.350535867779818,-1.0,0,524.297404050827
2,2970,0.0008109364001682532,7.4057629144216195,6.474764502317391,0.2352388688203151,11.177318983840753,0.0,51.885,0.022646236870000964,6.474764502317391,-1.0,0,472.0608274936676
3,4455,0.0006621267980872169,6.282418312652808,5.521851180140026,1.4720519458736077,16.882746240069267,0.0,35.815,0.0787379589557448,5.521851180140026,-1.0,0,450.3568992614746
4,5940,0.0005734186276699795,5.4398005145430215,4.657378386287017,3.150042626564279,24.736061477780698,0.0,34.92,0.145475372279496,4.657378386287017,-1.0,0,440.0326840877533
5,7425,0.0005128812124138864,4.7143717235911495,4.0358334891084535,6.15999142422513,30.506488395943375,0.0,25.025,0.27452547452547454,4.0358334891084535,30.506488395943375,0,433.35550594329834
6,8910,0.000468194348932807,4.21051441530423,3.5681905869095125,8.678513251976945,32.7686238938499,0.0,22.315,0.32310105310329373,3.5681905869095125,32.7686238938499,0,438.61293625831604
7,10395,0.0004334637388419162,3.8784247728298684,3.279338495995655,10.416059335342002,35.574681835474756,0.0,22.16,0.3427346570397112,3.279338495995655,35.574681835474756,0,435.0870521068573
8,11880,0.0004054682000841266,3.6470951789865484,3.094830507467033,10.542615610497961,37.06532523450402,0.0,22.995,0.34181343770384864,3.094830507467033,37.06532523450402,0,428.9811899662018
9,13365,0.0003822790851133197,3.487040736873901,2.9749296633258506,10.852841111773728,36.94399082743747,0.0,21.72,0.36579189686924496,2.9749296633258506,37.06532523450402,1,428.4833474159241
10,14850,0.00036266178324103715,3.3722834891794653,2.853306899045996,12.13943994717811,37.49580196359923,0.0,21.49,0.37482550023266636,2.853306899045996,37.49580196359923,0,446.5403537750244
11,16335,0.000345784442869423,3.277491557119446,2.794783681146446,12.533434943173356,38.37445693744662,0.0,22.695,0.3661599471249174,2.794783681146446,38.37445693744662,0,445.43226289749146
12,17820,0.00033106339904360847,3.1903644134419826,2.7234275510468544,12.43745183320173,38.00220546521979,0.0,21.735,0.37704163791120315,2.7234275510468544,38.37445693744662,1,443.6366398334503
13,19305,0.00031807542528773924,3.123253777825742,2.6570989886708394,12.77560495608114,39.13674921456811,0.0,23.065,0.3646217212226317,2.6570989886708394,39.13674921456811,0,445.47933077812195
14,20790,0.0003065051491335936,3.0663415188205803,2.5910495030804426,12.247843639256896,38.21048702277096,0.0,21.77,0.37666513550757924,2.5910495030804426,39.13674921456811,1,443.0970480442047
15,22275,0.00029611210604945894,3.0219052566150277,2.571351792237267,13.910084351198371,39.19652345320518,0.0,22.38,0.3735478105451296,2.571351792237267,39.19652345320518,0,444.77594113349915
16,23760,0.00028670931383498974,2.9826427396264847,2.5354307804705565,14.658035302046985,40.540524281960835,0.0,22.52,0.3852131438721137,2.5354307804705565,40.540524281960835,0,446.1998083591461
17,25245,0.00027814889053882956,2.9557895721073253,2.5088972838427632,14.857113726501185,40.72239756199789,0.0,22.675,0.37243660418963614,2.5088972838427632,40.72239756199789,0,449.1672124862671
18,26730,0.0002703121333894177,2.93061913442183,2.492348092140426,14.148074034240341,39.7663975362742,0.0,21.0,0.4004761904761905,2.492348092140426,40.72239756199789,1,440.9882552623749
19,28215,0.00026310251056391756,2.904104601938206,2.476414204426325,14.467680271493823,40.64932347004803,0.0,22.035,0.38166553210800996,2.476414204426325,40.72239756199789,2,442.3323721885681
20,29700,0.0002564406062069432,2.888043208408295,2.457420704296597,14.32332622084151,39.83316912091731,0.0,22.145,0.3869948069541657,2.457420704296597,40.72239756199789,3,432.2411198616028
21,31185,0.0002502604063043219,2.871443138671862,2.4432181838760996,14.575295703057167,40.33913028867416,0.0,21.655,0.3844377741861002,2.4432181838760996,40.72239756199789,4,441.4271421432495
22,32670,0.0002445065243817814,2.8598645502111437,2.4284911316228355,13.868244204673925,39.9434549487258,0.0,21.615,0.3895442979412445,2.4284911316228355,40.72239756199789,5,442.1286201477051
23,34155,0.00023913209831603538,2.84581294860186,2.432018581063471,14.805224187432119,40.42265014140928,0.0,21.55,0.3953596287703016,2.4284911316228355,40.72239756199789,6,441.89726066589355
24,35640,0.0002340971744664035,2.8371059801012284,2.4197345758345383,14.633398547031929,40.525559298940244,0.0,22.825,0.3774370208105148,2.4197345758345383,40.72239756199789,7,445.1763472557068
25,37125,0.0002293674510679918,2.8303446606332474,2.4124932163885586,14.64112434092608,40.46653322316125,0.0,21.93,0.3905608755129959,2.4124932163885586,40.72239756199789,8,427.1699044704437
